tri_facility_id,Facility,City/State,Total releases (lbs),Fugitive air (lbs),Stack air (lbs),Water (lbs),Primary Activity
49971WHTPN3377P,White Pine Electric Power Llc,"White Pine, Michigan",8,0,0,0,Fossil Fuel Electric Power Generation
50010CTYFM200E5,City Of Ames,"Ames, Iowa",18,0,17,0,Fossil Fuel Electric Power Generation
50010HCHCM100DA,Hach Co,"Ames, Iowa",2,0,2,0,All Other Miscellaneous Chemical Product and Preparation Manufacturing
50158LLNTN3001E,Interstate Power & Light Co Sutherland Station,"Marshalltown, Iowa",33,0,12,0,Fossil Fuel Electric Power Generation
50316RCHRD1940E,Adm Soybean Processing,"Des Moines, Iowa",11,0,6,0,Soybean Processing
50401LHGHP70025,Lehigh Cement Co Llc,"Mason City, Iowa",113,0,113,0,Cement Manufacturing
50501FRTDD8005T,Boehringer Ingelheim Vetmedica Inc - 5th St Nw,"Fort Dodge, Iowa",4,0,0,0,Biological Product (except Diagnostic) Manufacturing
50542CRNLP133HW,Corn Lp,"Goldfield, Iowa",10,0,10,0,Ethyl Alcohol Manufacturing
50616SLSBR2000R,Wyeth Llc Fort Dodge Animal Health Div,"Charles City, Iowa",7,0,0,0,Biological Product (except Diagnostic) Manufacturing
51101GRGNL11512,Midamerican Energy Co George Neal North,"Sergeant Bluff, Iowa",364,0,240,0,Fossil Fuel Electric Power Generation
51101GRGNL2761P,Midamerican Energy-George Neal South,"Salix, Iowa",335,0,320,0,Fossil Fuel Electric Power Generation
51241GRNDL14471,Novartis Animal Health Us Inc,"Larchwood, Iowa",6,0,0,0,Biological Product (except Diagnostic) Manufacturing
51501CNCLB2115N,Midamerican Energy Co Walter Scott Jr Energy Center,"Council Bluffs, Iowa",758,0,320,0,Fossil Fuel Electric Power Generation
51501GRFFN2601W,Griffin Pipe Products Co Inc,"Council Bluffs, Iowa",17,0,17,0,Iron Foundries
52001BRNST2555K,Thermo Fisher Scientific,"Dubuque, Iowa",189,0,0,0,Surgical and Medical Instrument Manufacturing
52001DBQPW920KE,Dubuque Power Plant,"Dubuque, Iowa",15,0,6,0,Fossil Fuel Electric Power Generation
52151LNSNG2320P,Lansing Power Station,"Lansing, Iowa",106,0,104,1,Fossil Fuel Electric Power Generation
52404DMCRN1350W,Adm Corn Processing,"Cedar Rapids, Iowa",366,0,105,0,Wet Corn Milling
52404PRRCR3300C,Prairie Creek Generating Stati On,"Cedar Rapids, Iowa",73,0,72,0,Fossil Fuel Electric Power Generation
52501TTMWG20775,Ottumwa Generating Station,"Ottumwa, Iowa",346,0,346,0,Fossil Fuel Electric Power Generation
52553CRGLLRR1CO,Cargill Corn Milling,"Eddyville, Iowa",54,0,49,0,All Other Basic Organic Chemical Manufacturing
52601LLNTN4282S,Burlington Generating Station,"Burlington, Iowa",58,0,52,1,Fossil Fuel Electric Power Generation
52632THHBNONEPR,Roquette America Inc,"Keokuk, Iowa",32,0,1,0,Wet Corn Milling
52650NTDST13425,Us Gypsum Sperry,"Mediapolis, Iowa",2,0,2,0,Gypsum Product Manufacturing
52722RVRSD6001S,Midamerican Energy-Riverside Generating Station,"Bettendorf, Iowa",71,0,60,0,Fossil Fuel Electric Power Generation
52732DMCRN1251B,Adm Corn Processing,"Clinton, Iowa",315,0,68,0,Wet Corn Milling
52732LLNTN2001B,M L Kapp Generating Station,"Clinton, Iowa",76,0,69,0,Fossil Fuel Electric Power Generation
52761FRSTT3800H,Central Iowa Power Cooperative (Cipco) - Fair Station,"Muscatine, Iowa",27,0,15,0,Fossil Fuel Electric Power Generation
52761LSGNR86021,Midamerican Energy-Louisa Generating Station,"Muscatine, Iowa",406,0,360,0,Fossil Fuel Electric Power Generation
52761MNSNTWIGGI,Monsanto Co,"Muscatine, Iowa",4,0,3,0,Pesticide and Other Agricultural Chemical Manufacturing
52761MSCTN1700I,Muscatine Power & Water Generation,"Muscatine, Iowa",79,0,68,1,Fossil Fuel Electric Power Generation
52761PSCST1770B,Ssab Iowa Inc,"Muscatine, Iowa",266,0,262,0,Iron and Steel Mills
52778NRTHSHWY38,Gerdau Wilton,"Wilton, Iowa",18,0,18,0,Iron and Steel Mills
52804DVNPRHWY22,Lafarge North America,"Buffalo, Iowa",21,0,20,0,Cement Manufacturing
52804LNWDM401EF,Linwood Mining & Minerals  Lime Plant,"Davenport, Iowa",3,0,3,0,"Crushed and Broken Limestone Mining and Quarrying, Lime Manufacturing"
53019WSTRNN4520,Western Lime Eden Facility,"Eden, Wisconsin",2,0,2,0,Lime Manufacturing
53051TSCNTW124N,Veolia Es Technical Solutions Llc,"Menomonee Falls, Wisconsin",307,0,0,0,Hazardous Waste Treatment and Disposal
53074SPRRS1275M,Veolia Es Technical Solutions Llc,"Port Washington, Wisconsin",56,0,1,0,Hazardous Waste Treatment and Disposal
53080CHRTR1658C,Charter Steel - Saukville,"Saukville, Wisconsin",43,0,38,0,Iron and Steel Mills
53082DGWTR3739L,Edgewater Generating Station,"Sheboygan, Wisconsin",240,0,50,0,Fossil Fuel Electric Power Generation
53142PLSNT80009,Pleasant Prairie Power Plant,"Pleasant Prairie, Wisconsin",654,0,97,0,Fossil Fuel Electric Power Generation
53154KCRKP4801E,Oak Creek Site,"Oak Creek, Wisconsin",409,0,234,0,Fossil Fuel Electric Power Generation
53182MRCRY21211,Wm Mercury Waste Inc,"Union Grove, Wisconsin",931,0,5,0,Hazardous Waste Treatment and Disposal
53233VLLYP1035W,Valley Power Plant,"Milwaukee, Wisconsin",1,0,1,0,Fossil Fuel Electric Power Generation
53806JSTNM716JA,Dte Stoneman Generating Station,"Cassville, Wisconsin",20,0,4,0,Fossil Fuel Electric Power Generation
53806NLSND11999,Nelson Dewey Generating Statio N,"Cassville, Wisconsin",49,0,46,0,Fossil Fuel Electric Power Generation
53901CLMBNW8385,Columbia Energy Center,"Pardeeville, Wisconsin",476,0,472,0,Fossil Fuel Electric Power Generation
53901RYVCC2851P,Spectrum Brands - Portage Plant,"Portage, Wisconsin",480,0,0,0,Primary Battery Manufacturing
53925CLMBSN4335,Columbus Chemical Industries Inc,"Columbus, Wisconsin",1,0,0,0,All Other Miscellaneous Chemical Product and Preparation Manufacturing
54130THLMNTHILM,Thilmany,"Kaukauna, Wisconsin",21,0,16,0,Paper (except Newsprint) Mills
54221MNTWC1303S,Manitowoc Public Utilities,"Manitowoc, Wisconsin",87,0,2,0,Fossil Fuel Electric Power Generation
54302GRNBY1601N,Green Bay Packaging Inc,"Green Bay, Wisconsin",4,0,2,0,Paperboard Mills
54303PLLMP1530N,Pulliam Power Plant,"Green Bay, Wisconsin",140,0,140,0,Fossil Fuel Electric Power Generation
54303WSTRN101JA,Western Lime Corp Green Bay Facility,"Green Bay, Wisconsin",3,0,3,0,Lime Manufacturing
54307FRTHW1919S,Georgia-Pacific Consumer Products Lp,"Green Bay, Wisconsin",17,0,14,0,Paper (except Newsprint) Mills
54455MSNPP100MA,Wausau Paper Mills  Llc,"Mosinee, Wisconsin",8,0,6,0,Paper (except Newsprint) Mills
54457NKSMLMARKE,Domtar Aw Llc Nekoosa Mill,"Nekoosa, Wisconsin",26,0,12,1,Paper (except Newsprint) Mills
54469VLCNMSTATE,Erco Worldwide (Usa) Inc,"Nekoosa, Wisconsin",676,408,7,1,Alkalies and Chlorine Manufacturing
54474WSTNP2501M,Weston Power Plant,"Rothschild, Wisconsin",314,0,160,0,Fossil Fuel Electric Power Generation
54474WYRHS200GR,Domtar Paper Co Llc,"Rothschild, Wisconsin",2,0,1,0,Paper (except Newsprint) Mills
54487NKSPCN9090,Packaging Corp Of Ameri Ca,"Tomahawk, Wisconsin",24,0,10,0,Paperboard Mills
54494CNSLD621BI,Biron Mill,"Wisconsin Rapids, Wisconsin",49,0,21,0,Paper (except Newsprint) Mills
54494CNSLD950FO,Wisconsin Rapids Pulp Mill,"Wisconsin Rapids, Wisconsin",26,0,9,0,Pulp Mills
54507RHNLN515WE,Wausau Paper Mills Llc,"Rhinelander, Wisconsin",12,0,11,0,Paper (except Newsprint) Mills
54552FLMBP200NO,Flambeau River Papers,"Park Falls, Wisconsin",2,0,2,0,Pulp Mills
54603NRTHR200SB,French Island Plant,"La Crosse, Wisconsin",39,0,1,0,Solid Waste Combustors and Incinerators
54610DRYLN500OL,Dairyland Power Cooperative-Alma Site,"Alma, Wisconsin",478,0,28,0,Fossil Fuel Electric Power Generation
54632DRYLNS4651,Dairyland Power Cooperative - Genoa Site,"Genoa, Wisconsin",78,0,66,0,Fossil Fuel Electric Power Generation
54636NRTHR1023S,Northern Engraving Corp,"Holmen, Wisconsin",1,0,0,0,All Other Plastics Product Manufacturing
54806NRTHR122N1,Xcel Energy Bay Front Plant,"Ashland, Wisconsin",32,0,28,0,Fossil Fuel Electric Power Generation
54880CLMCRHILLA,Graymont (Wi) Inc,"Superior, Wisconsin",5,0,5,0,Lime Manufacturing
54880MRPHY24THA,Murphy Oil Usa Inc,"Superior, Wisconsin",2,0,2,0,Petroleum Refineries
54956FXVLL213MI,Fox Valley Energy Center Llc,"Neenah, Wisconsin",22,0,19,0,All Other Miscellaneous Nonmetallic Mineral Product Manufacturing
54956NNHFN2121B,Neenah Foundry Co,"Neenah, Wisconsin",303,0,16,0,Iron Foundries
54981WPCFNTOWER,Thyssenkrupp Waupaca Plant 2/3,"Waupaca, Wisconsin",34,0,5,0,Iron Foundries
55003SKNGG1103K,Xcel Energy A S King Generating Plant,"Bayport, Minnesota",322,0,51,0,Fossil Fuel Electric Power Generation
55071SHLND100WT,St Paul Park Refining Co Llc,"Saint Paul Park, Minnesota",8,0,2,0,Petroleum Refineries
55113MRCRY2007W,Wm Lamptracker Inc,"Roseville, Minnesota",5,0,0,0,Hazardous Waste Treatment and Disposal
55114WLDRF2250W,Waldorf Corp (Dba Rocktenn),"Saint Paul, Minnesota",2,0,0,0,Paperboard Mills
55119NRTHS1678R,Gerdau Ameristeel St Paul Mill,"Saint Paul, Minnesota",82,0,82,0,Rolled Steel Shape Manufacturing
55164KCHRFPOBOX,Flint Hills Resources Pine Bend Llc,"Rosemount, Minnesota",2,1,0,0,Petroleum Refineries
55308NRTHR13999,Xcel Energy Sherburne County Generating Plant,"Becker, Minnesota",822,0,411,0,Fossil Fuel Electric Power Generation
55337BLCKD1400E,Xcel Energy Black Dog Generating Plant,"Burnsville, Minnesota",76,0,71,0,Fossil Fuel Electric Power Generation
55379CRTNT3303E,Certainteed Shakopee,"Shakopee, Minnesota",3,0,0,0,Asphalt Shingle and Coating Materials Manufacturing
55613TCNTH8124W,Taconite Harbor Energy Center,"Schroeder, Minnesota",55,0,49,0,Fossil Fuel Electric Power Generation
55705LSKNN5699C,Laskin Energy Center,"Hoyt Lakes, Minnesota",26,0,17,0,Fossil Fuel Electric Power Generation
55720PTLTCNORTH,Sappi Cloquet Llc,"Cloquet, Minnesota",7,0,5,0,Pulp Mills
55721BSWLL1200N,Boswell Energy Center,"Cohasset, Minnesota",271,0,226,0,Fossil Fuel Electric Power Generation
55744BLNDN115SW,Blandin Paper Co,"Grand Rapids, Minnesota",3,0,0,0,Paper (except Newsprint) Mills
55749HBBNG1832S,Hibbing Public Utilities Commission,"Hibbing, Minnesota",16,0,14,0,Fossil Fuel Electric Power Generation
5579WVRGNP6182N,Virginia Public Utilities,"Virginia, Minnesota",11,0,10,0,Fossil Fuel Electric Power Generation
55807LKSPR100NO,Duluth Paper Mill,"Duluth, Minnesota",2,0,0,0,Paper (except Newsprint) Mills
55906RCHST425WS,Rochester Public Utilities Silver Lake Plant,"Rochester, Minnesota",5,0,1,0,Fossil Fuel Electric Power Generation
56001RCHRD3RDHA,Adm,"Mankato, Minnesota",24,0,6,0,Fats and Oils Refining and Blending
56137HRNLK91246,Heron Lake Bioenergy Llc,"Heron Lake, Minnesota",7,0,7,0,Ethyl Alcohol Manufacturing
56284STHRNEASTH,Southern Minnesota Beet Sugar Cooperative,"Renville, Minnesota",26,0,14,0,Beet Sugar Manufacturing
56502SJLCT22650,S J Electro Systems Inc,"Detroit Lakes, Minnesota",16,16,0,0,Other Measuring and Controlling Device Manufacturing
56537TTRTL1012W,Otter Tail Power Co Hoot Lake Plant,"Fergus Falls, Minnesota",35,0,26,0,Fossil Fuel Electric Power Generation
56721MRCNCHIGHW,American Crystal Sugar Co,"East Grand Forks, Minnesota",14,0,14,0,Beet Sugar Manufacturing
57117JHNMR1400N,John Morrell & Co,"Sioux Falls, South Dakota",15,0,0,13,Animal (except Poultry) Slaughtering
57216BGSTN48450,Otter Tail Power Co Big Stone Plant,"Big Stone City, South Dakota",290,0,272,0,Fossil Fuel Electric Power Generation
57702BHPLB409DE,Black Hills Corp - Ben French Power Plant,"Rapid City, South Dakota",18,0,18,0,Fossil Fuel Electric Power Generation
57702PTLNS3401U,Pete Lien & Sons Inc,"Rapid City, South Dakota",5,0,5,0,Lime Manufacturing
57702STHDK501NO,Gcc Dacotah,"Rapid City, South Dakota",2,0,1,0,Cement Manufacturing
57754WHRFRTROJA,Wharf Resources,"Lead, South Dakota",700,0,12,0,Gold Ore Mining
58045MRCNCHWY81,American Crystal Sugar Co,"Hillsboro, North Dakota",16,0,16,0,Beet Sugar Manufacturing
58075MNNDK7525R,Minn-Dak Farmers Cooperative,"Wahpeton, North Dakota",13,0,9,0,Beet Sugar Manufacturing
58225MRCNCPOBOX,American Crystal Sugar Co,"Drayton, North Dakota",11,0,11,0,Beet Sugar Manufacturing
58523NTLPV294CO,Basin Electric   Antelope Valley Station,"Beulah, North Dakota",453,0,450,0,Fossil Fuel Electric Power Generation
58523TTRTL62401,Otter Tail Power Co Coyote Station,"Beulah, North Dakota",313,0,248,0,Fossil Fuel Electric Power Generation
58530MLTNR34012,Minnkota Power Cooperative Inc Milton R Young Station,"Center, North Dakota",766,0,544,0,Fossil Fuel Electric Power Generation
58554MCLCMNORTH,Tesoro Refining & Marketing Co - Mandan Refinery,"Mandan, North Dakota",17,0,4,0,Petroleum Refineries
58554RMHSKHWY18,Rm Heskett Station,"Mandan, North Dakota",49,0,29,0,Fossil Fuel Electric Power Generation
58571GRTRV4001H,Great River Energy Stanton Sta Tion,"Stanton, North Dakota",65,0,63,0,Fossil Fuel Electric Power Generation
58571LLNDL3901H,Basin Electric  Leland Olds Station,"Stanton, North Dakota",278,0,250,0,Fossil Fuel Electric Power Generation
58576GRTRV28753,Coal Creek Station,"Underwood, North Dakota",809,0,779,0,Fossil Fuel Electric Power Generation
59011STLLWPOBOX,Stillwater Mining Co East Boulder Mine,"Big Timber, Montana",5,0,0,0,All Other Metal Ore Mining
59034HRDNGSUGAR,Hardin Generating Station,"Hardin, Montana",29,1,8,0,Fossil Fuel Electric Power Generation
59044CNXRF803HI,Chs Inc  Laurel Refinery,"Laurel, Montana",45,0,44,0,Petroleum Refineries
59101CNCBL401SO,Conocophillips Co Billings Refinery,"Billings, Montana",6,0,5,0,Petroleum Refineries
59101XXNBL700EX,Exxonmobil Billings Refinery,"Billings, Montana",10,0,7,0,Petroleum Refineries
59107MNTNP301CH,Je Corette Steam Electric St Ation,"Billings, Montana",54,0,8,1,Fossil Fuel Electric Power Generation
59270HLLYSEASTH,Sidney Sugars Inc,"Sidney, Montana",4,0,3,0,Beet Sugar Manufacturing
59270LWSCLSOFSI,Lewis & Clark Station,"Sidney, Montana",61,0,5,0,Fossil Fuel Electric Power Generation
59323MNTNPWILLO,Colstrip Steam Electric Station,"Colstrip, Montana",1570,0,150,0,Fossil Fuel Electric Power Generation
59323RSBDPPOBOX,Colstrip Energy Lp Rosebud Power Plant,"Colstrip, Montana",2,0,2,0,Fossil Fuel Electric Power Generation
59634SHGRV100HW,Ash Grove Cement Co Montana City Plant,"Clancy, Montana",5,0,5,0,Cement Manufacturing
59644GRYMN45MIL,Graymont Western Us Inc.,"Townsend, Montana",23,0,3,0,"Crushed and Broken Limestone Mining and Quarrying, Lime Manufacturing"
59752HLNMN4070T,Holcim (Us) Inc - Trident Plant,"Three Forks, Montana",14,0,14,0,Cement Manufacturing
59759GLDNS453MO,Golden Sunlight Mines Inc,"Whitehall, Montana",6671,0,0,0,Gold Ore Mining
60087WKGNG10GRE,Waukegan Generating Station,"Waukegan, Illinois",193,0,105,1,Fossil Fuel Electric Power Generation
60434MBLJLINTER,Exxonmobil Oil Corp Jol Iet Refinery,"Channahon, Illinois",5,0,4,1,Petroleum Refineries
60436JLTGN1800C,Joliet Generating Station (#9 & #29),"Joliet, Illinois",483,0,88,5,Fossil Fuel Electric Power Generation
60439NCLCR135TH,Citgo Petroleum Corp Lemont Refinery,"Lemont, Illinois",61,0,51,2,Petroleum Refineries
60441WLLCN529ER,Will County Generating Station,"Romeoville, Illinois",353,0,152,0,Fossil Fuel Electric Power Generation
60501CRNPR6400A,Corn Products Argo Plant,"Bedford Park, Illinois",61,0,2,0,Wet Corn Milling
60608FSKGN1111W,Fisk Generating Station,"Chicago, Illinois",119,0,14,3,Fossil Fuel Electric Power Generation
60617HRSHD2701E,Horsehead Corp,"Chicago, Illinois",213,0,213,0,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)"
60623CRWFR3501S,Crawford Generating Station,"Chicago, Illinois",148,0,14,0,Fossil Fuel Electric Power Generation
60914BRMNGRR1BO,Nucor Steel Kankakee Inc,"Bourbonnais, Illinois",171,4,167,0,Iron and Steel Mills
61081STRLN101AV,Sterling Steel Co Llc,"Sterling, Illinois",43,0,0,0,Iron and Steel Mills
61301LLNSCLIBER,Illinois Cement Co,"La Salle, Illinois",14,0,14,0,Cement Manufacturing
61327LLNVCRR1,Hennepin Power Station,"Hennepin, Illinois",51,0,10,9,Fossil Fuel Electric Power Generation
61520CLCDC17751,Ameren Energy Resources Generating Co,"Canton, Illinois",135,0,112,0,Fossil Fuel Electric Power Generation
61554NCRNC13082,Edison International Powerton Generating Station,"Pekin, Illinois",542,0,112,4,Fossil Fuel Electric Power Generation
61554PKNNR1300S,Aventine Renewable Energy Inc,"Pekin, Illinois",41,0,33,0,Wet Corn Milling
61602RCHRDFOOTO,Adm,"Peoria, Illinois",15,0,4,0,Ethyl Alcohol Manufacturing
61607DDWRD7800S,Ameren Energy Resources Generating Co,"Bartonville, Illinois",200,0,149,0,Fossil Fuel Electric Power Generation
61615PRDSP4349W,Peoria Disposal Co #1,"Peoria, Illinois",84,0,0,0,Hazardous Waste Treatment and Disposal
61641KYSTN7000S,Keystone Steel & Wire Co,"Peoria, Illinois",66,16,32,0,Iron and Steel Mills
61802PLNGN2401N,Apl Engineered Materials Inc,"Urbana, Illinois",35,0,11,0,All Other Basic Inorganic Chemical Manufacturing
61858VRMLN6MILE,Vermilion Power Station,"Oakwood, Illinois",13,0,6,3,Fossil Fuel Electric Power Generation
61953TRGNC625EU,Tuscola Generating Facility,"Tuscola, Illinois",22,0,17,0,Steam and Air-Conditioning Supply
62002LLNSPNO1CH,Dynegy Wood River Power Station,"Alton, Illinois",175,0,71,15,Fossil Fuel Electric Power Generation
62040GRNTC20THS,Us Steel Granite City Works,"Granite City, Illinois",17,0,3,5,Iron and Steel Mills
6204WGTWYN2585E,Gateway Energy & Coke Co,"Granite City, Illinois",121,0,91,0,All Other Petroleum and Coal Products Manufacturing
62084SHLLLRTE11,Wood River Refinery,"Roxana, Illinois",26,16,9,0,Petroleum Refineries
62095BPMCW335SO,Bp Products North America Inc Wood River Terminal,"Wood River, Illinois",3,0,0,0,Petroleum Bulk Stations and Terminals
62201TRDWS7MOBI,Veolia Es Technical Solutions Llc,"Sauget, Illinois",42,0,3,0,Hazardous Waste Treatment and Disposal
62217LLNSP1901B,Dynegy Midwest Generation Inc Baldwin Energy Complex,"Baldwin, Illinois",519,0,175,71,Fossil Fuel Electric Power Generation
62306QNCYS1900G,Adm Quincy,"Quincy, Illinois",23,0,6,0,Fats and Oils Refining and Blending
62361SYLNDHWY10,Prairie Power Inc Pearl Station,"Pearl, Illinois",4,0,0,0,Fossil Fuel Electric Power Generation
62433MRNCR15142,Ameren Energy Generating Hutsonville Power Station,"Hutsonville, Illinois",55,0,55,0,Fossil Fuel Electric Power Generation
62448MRNCR6725N,Ameren Energy Generating Newton Power Station,"Newton, Illinois",640,0,435,0,Fossil Fuel Electric Power Generation
62454CCRBN12187,Rain Cii Carbon Llc,"Robinson, Illinois",1,0,1,0,All Other Petroleum and Coal Products Manufacturing
62454MRTHNMARAT,Marathon Petroleum Co Lp Illinois Refining Div,"Robinson, Illinois",1223,4,6,1,Petroleum Refineries
62525STLYM2200E,Tate & Lyle Decatur,"Decatur, Illinois",55,0,11,0,Wet Corn Milling
62526DMCRN4666F,Adm,"Decatur, Illinois",405,0,170,0,Wet Corn Milling
62533FRMNN3MILE,Springfield Coal Co Llc   Crown 3 Mine,"Farmersville, Illinois",209,0,0,0,Bituminous Coal Underground Mining
62540KNCDG4MILE,Dominion Kincaid Generation Llc,"Kincaid, Illinois",452,0,38,0,Fossil Fuel Electric Power Generation
62634LKHRTELKHA,Viper Mine,"Elkhart, Illinois",120,1,0,0,Bituminous Coal Underground Mining
62644HVNPWSTRTE,Havana Power Station,"Havana, Illinois",137,0,8,46,Fossil Fuel Electric Power Generation
62655MRNCR800WW,Ameren Energy Generating Meredosia Power Station,"Meredosia, Illinois",50,0,34,0,Fossil Fuel Electric Power Generation
62707CTYWT3100S,City Water Light & Power City Of Springfield,"Springfield, Illinois",69,0,23,0,Fossil Fuel Electric Power Generation
62739MRNCR134CI,Ameren Energy Generating Coffeen Power Station,"Coffeen, Illinois",288,0,217,0,Fossil Fuel Electric Power Generation
62953LCTRC2100P,Electric Energy Inc,"Joppa, Illinois",166,0,135,0,Fossil Fuel Electric Power Generation
62953MSSRPCOUNT,Lafarge Midwest Inc Joppa Plant,"Grand Chain, Illinois",46,0,46,0,Cement Manufacturing
62959STHRN11543,Southern Illinois Power Cooper Ative,"Marion, Illinois",124,0,14,0,Fossil Fuel Electric Power Generation
62960LLDSGUSHWY,Honeywell International Inc,"Metropolis, Illinois",23,0,23,1,All Other Basic Inorganic Chemical Manufacturing
63028RSHSL100BI,Ameren Missouri Rush Island Energy Center,"Festus, Missouri",448,0,448,0,Fossil Fuel Electric Power Generation
63028RVRCMSELMA,River Cement Co (Dba Buzzi Unicem Usa),"Festus, Missouri",24,0,24,0,Cement Manufacturing
63055LBDPWNO10L,Ameren Missouri Labadie Energy Center,"Labadie, Missouri",1527,0,1527,0,Fossil Fuel Electric Power Generation
63118NHSRBONEBU,Anheuser-Busch Inc,"Saint Louis, Missouri",20,0,1,0,Breweries
63129MRMCP8200F,Ameren Missouri Meramec Energy Center,"Saint Louis, Missouri",399,0,399,0,Fossil Fuel Electric Power Generation
63353MSSRCHIGHW,Missouri Chemical Works,"Louisiana, Missouri",25,0,17,0,All Other Basic Organic Chemical Manufacturing
63386SXPWR8501N,Ameren Missouri Sioux Energy Center,"West Alton, Missouri",356,0,324,0,Fossil Fuel Electric Power Generation
63401CNTNNHIGHW,Continental Cement Co Llc,"Hannibal, Missouri",321,0,321,0,Cement Manufacturing
6362WHLCMS2942U,Holcim (Us) Inc - Ste Genevieve Plant,"Bloomsdale, Missouri",107,0,107,0,Cement Manufacturing
63670CHMCL20947,Chemical Lime Co,"Sainte Genevieve, Missouri",39,0,10,0,Lime Manufacturing
63670MSSSSHIGHW,Mississippi Lime Co Ste Genevieve,"Sainte Genevieve, Missouri",48,0,45,0,Lime Manufacturing
63701LNSTR2524S,Buzzi Unicem Usa - Cape Girardeau,"Cape Girardeau, Missouri",108,0,104,0,Cement Manufacturing
63801SKSTN1551W,Sikeston Power Station,"Sikeston, Missouri",105,0,103,0,Fossil Fuel Electric Power Generation
63869NWMDRSTJUD,Associated Electric Cooperative Inc New Madrid Power Plant,"Marston, Missouri",160,0,160,0,Fossil Fuel Electric Power Generation
64050LFRGN2200N,Lafarge North America,"Sugar Creek, Missouri",32,0,32,0,Cement Manufacturing
64051CTYFN21500,City Of Independence,"Independence, Missouri",10,0,4,0,Fossil Fuel Electric Power Generation
64088SBLYG3200E,Kcp&L Greater Missouri Operations Sibley Generating Station,"Sibley, Missouri",49,0,38,0,Fossil Fuel Electric Power Generation
64098TNGNR20250,Iatan Generating Station,"Weston, Missouri",441,0,45,0,Fossil Fuel Electric Power Generation
64120HWTHR8700H,Hawthorn Generating Facility,"Kansas City, Missouri",203,0,200,0,Fossil Fuel Electric Power Generation
64504STJSP1413L,Lake Road Station,"Saint Joseph, Missouri",12,0,11,0,Fossil Fuel Electric Power Generation
64506BHRNG2621N,Boehringer Ingelheim Vetmedica Inc,"Saint Joseph, Missouri",14,0,0,0,Biological Product (except Diagnostic) Manufacturing
64735MNTRS400SA,Montrose Generating Station,"Clinton, Missouri",179,0,138,0,Fossil Fuel Electric Power Generation
64801GLPCHCPORT,Eaglepicher Technologies Llc,"Joplin, Missouri",2600,0,0,0,Primary Battery Manufacturing
64833SBRYG21133,Empire District Electric Co Asbury Generating Station,"Asbury, Missouri",48,0,30,0,Fossil Fuel Electric Power Generation
65024CHMSPSTATE,Chamois Power Plant,"Chamois, Missouri",9,0,9,0,Fossil Fuel Electric Power Generation
6504WWMNVR415KA,Wm Lamptracker Inc,"Kaiser, Missouri",43,0,0,0,Hazardous Waste Treatment and Disposal
65244THMSHRTE1B,Thomas Hill Energy Center - Po Wer Div,"Clifton Hill, Missouri",380,2,277,1,Fossil Fuel Electric Power Generation
65619STHWSWALNU,Southwest Power Station,"Springfield, Missouri",101,0,78,0,Fossil Fuel Electric Power Generation
65804JMSRV5701K,James River Power Station,"Springfield, Missouri",44,0,42,1,Fossil Fuel Electric Power Generation
66002RCKWL4THAN,Bradken Atchison/St Joseph,"Atchison, Kansas",48,4,33,0,Steel Foundries (except Investment)
66018NTRVT355W9,Intervet Inc,"De Soto, Kansas",3,0,0,0,Biological Product (except Diagnostic) Manufacturing
66040LCYGNRR1BO,Great Plains Energylacygne Generating Station,"La Cygne, Kansas",720,0,380,0,Fossil Fuel Electric Power Generation
66044LWRNC1250N,Lawrence Energy Center,"Lawrence, Kansas",183,0,174,0,Fossil Fuel Electric Power Generation
66104NRMNC4240N,Nearman Creek Power Station,"Kansas City, Kansas",59,2,18,0,Fossil Fuel Electric Power Generation
66104QNDRP3601N,Kansas City Bpu Quindaro Power Station,"Kansas City, Kansas",53,0,12,0,Fossil Fuel Electric Power Generation
66215RMLNC1276S,Thermo Fisher Scientific Inc,"Lenexa, Kansas",3,0,0,0,In-Vitro Diagnostic Substance Manufacturing
66536JFFRY25905,Jeffrey Energy Center,"Saint Marys, Kansas",634,0,524,0,Fossil Fuel Electric Power Generation
66542TCMSH2NDDU,Tecumseh Energy Center,"Tecumseh, Kansas",63,0,61,0,Fossil Fuel Electric Power Generation
66720SHGRVNORTH,Ash Grove Cement Co,"Chanute, Kansas",109,0,103,0,Cement Manufacturing
66736LFRGCSOUTH,Lafarge Midwest Inc  (Incld Systech Environmental),"Fredonia, Kansas",48,0,23,0,Cement Manufacturing
66748MNRCHRR2BO,Monarch Cement Co,"Humboldt, Kansas",16,0,16,0,Cement Manufacturing
66770RVRTNHWY66,Riverton Generating Station,"Riverton, Kansas",51,0,48,0,Fossil Fuel Electric Power Generation
67042TXCRF1401S,Frontier El Dorado Refining Co,"El Dorado, Kansas",10,0,6,1,Petroleum Refineries
67337FRMLNNORTH,Coffeyville Resources Refining & Marketing,"Coffeyville, Kansas",4,0,4,0,Petroleum Refineries
67460MNVLLCOUNT,Johns Manville,"Mcpherson, Kansas",3,0,3,0,Mineral Wool Manufacturing
67460NTNLC2000M,National Co-Op Refinery Assoc,"Mcpherson, Kansas",153,0,33,0,Petroleum Refineries
67851HLCMB2440H,Holcomb Unit 1,"Holcomb, Kansas",280,0,280,0,Fossil Fuel Electric Power Generation
